time,leg_joint1,leg_joint2,leg_joint3,leg_joint4,leg_joint5,head_joint1,head_joint2,left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7,right_arm_joint1,right_arm_joint2,right_arm_joint3,right_arm_joint4,right_arm_joint5,right_arm_joint6,right_arm_joint7,chassis_x,chassis_y,chassis_yaw
10.15,0.001,1.04113,0.738325,0.099183,0.00026,-0.098352,0.301774,1.3726,-0.671976,-0.385263,-1.68561,0.016044,-0.001068,-0.008885,-1.61664,0.829985,0.413151,1.57513,-0.124893,0.119281,0.284516,0.3951,-0.000131,-0.00087
10.2,0.001,1.03959,0.737188,0.098485,0.000373,-0.097292,0.301367,1.37346,-0.674078,-0.383891,-1.69028,0.018086,0.003881,-0.011557,-1.61763,0.826565,0.416192,1.58262,-0.121852,0.114087,0.281112,0.394353,-0.000188,-0.001249
10.25,0.001,1.03758,0.735597,0.097646,0.000451,-0.0962,0.300934,1.37428,-0.676189,-0.382519,-1.6949,0.020121,0.008807,-0.01422,-1.61859,0.823039,0.419348,1.59029,-0.118705,0.108726,0.277592,0.393429,-0.000228,-0.001515
10.3,0.001,1.03506,0.733561,0.096698,0.000508,-0.095066,0.300452,1.37503,-0.678313,-0.38115,-1.69944,0.022144,0.013704,-0.016869,-1.61946,0.819408,0.422614,1.59812,-0.115452,0.103195,0.273941,0.39231,-0.000258,-0.001708
10.35,0.001,1.03204,0.731092,0.095661,0.000551,-0.093887,0.299898,1.37567,-0.68045,-0.379787,-1.7039,0.024152,0.018566,-0.019498,-1.6202,0.815673,0.425986,1.60611,-0.112095,0.09749,0.270148,0.390981,-0.00028,-0.001857
10.4,0.001,1.02805,0.728262,0.094484,0.000596,-0.092558,0.298736,1.3754,-0.682749,-0.378358,-1.70807,0.026167,0.02344,-0.022013,-1.61982,0.811813,0.42936,1.6141,-0.108649,0.0915,0.26595,0.388982,-0.000304,-0.002016
10.45,0.002199,1.02097,0.722749,0.09302,0.00065,-0.090899,0.295962,1.37268,-0.685495,-0.376712,-1.71158,0.02824,0.028416,-0.024219,-1.61647,0.807797,0.432533,1.6218,-0.105141,0.085015,0.260865,0.384422,-0.000333,-0.002218
10.5,0.003708,1.01306,0.716405,0.091449,0.000687,-0.089181,0.292886,1.36946,-0.688306,-0.375036,-1.71488,0.030308,0.033356,-0.026332,-1.61252,0.8037,0.435728,1.62953,-0.101546,0.078319,0.255548,0.379276,-0.000347,-0.002369
10.55,0.005538,1.00435,0.709238,0.089792,0.000714,-0.087407,0.289512,1.36576,-0.691179,-0.373333,-1.71799,0.032366,0.038253,-0.028347,-1.60797,0.799523,0.438946,1.63728,-0.097862,0.071417,0.250003,0.373551,-0.000355,-0.002488
10.6,0.007716,0.994885,0.701261,0.088063,0.000731,-0.085584,0.285844,1.36158,-0.694108,-0.371605,-1.72088,0.034415,0.043099,-0.030257,-1.60282,0.795271,0.442179,1.64504,-0.094093,0.064313,0.244239,0.367257,-0.000357,-0.002583
10.65,0.010277,0.984711,0.692483,0.086275,0.000742,-0.083722,0.281888,1.35691,-0.697088,-0.369852,-1.72355,0.036453,0.047884,-0.032057,-1.59705,0.790954,0.445419,1.6528,-0.090239,0.057013,0.238264,0.360402,-0.000355,-0.002658
10.7,0.013252,0.97388,0.682918,0.08444,0.000748,-0.081827,0.277648,1.35175,-0.700115,-0.368076,-1.726,0.038479,0.052601,-0.033739,-1.59068,0.786577,0.448661,1.66053,-0.086305,0.049524,0.232089,0.352998,-0.000348,-0.002717
10.75,0.016679,0.962447,0.672579,0.08257,0.000748,-0.07991,0.273129,1.34611,-0.703183,-0.366275,-1.72821,0.040493,0.057242,-0.035296,-1.58371,0.782148,0.451896,1.66823,-0.082291,0.041852,0.225722,0.345056,-0.000338,-0.002762
10.8,0.020705,0.950608,0.661478,0.080679,0.000741,-0.077995,0.268367,1.33997,-0.706289,-0.364424,-1.73016,0.042505,0.061788,-0.036704,-1.57609,0.777704,0.455092,1.67579,-0.078213,0.034021,0.219187,0.336617,-0.000294,-0.002784
10.85,0.025156,0.938161,0.649641,0.078772,0.000732,-0.076063,0.263308,1.33335,-0.709427,-0.362572,-1.73189,0.044496,0.066249,-0.037991,-1.5679,0.773193,0.458292,1.68336,-0.074052,0.026005,0.212471,0.327639,-0.000276,-0.002805
10.9,0.030169,0.925291,0.637082,0.076856,0.00072,-0.074137,0.257986,1.32625,-0.712594,-0.360693,-1.73338,0.046475,0.070608,-0.039134,-1.55912,0.768651,0.461466,1.69086,-0.069823,0.017828,0.205596,0.318162,-0.000256,-0.002812
10.95,0.035783,0.912061,0.623819,0.074943,0.000703,-0.072226,0.252408,1.31866,-0.715786,-0.358786,-1.7346,0.048444,0.074856,-0.040127,-1.54973,0.764084,0.464607,1.69826,-0.065527,0.009498,0.198574,0.308201,-0.000233,-0.002806
11,0.042034,0.898537,0.609876,0.073042,0.000682,-0.07034,0.246578,1.31058,-0.719,-0.356849,-1.73556,0.050402,0.078985,-0.040965,-1.53977,0.759497,0.467708,1.70555,-0.061168,0.001023,0.191416,0.297771,-0.000208,-0.002786
11.05,0.048959,0.884784,0.595275,0.071161,0.000658,-0.068487,0.240504,1.30202,-0.722234,-0.354881,-1.73626,0.052351,0.082987,-0.041643,-1.52921,0.754897,0.470765,1.71273,-0.05675,-0.007589,0.184132,0.286888,-0.000182,-0.002754
11.1,0.056593,0.87087,0.580042,0.06931,0.00063,-0.066676,0.234192,1.29297,-0.725485,-0.35288,-1.73668,0.054292,0.086853,-0.042157,-1.51809,0.750288,0.473771,1.71976,-0.052278,-0.016329,0.176736,0.27557,-0.000155,-0.002708
11.15,0.06497,0.856861,0.564205,0.067498,0.000599,-0.064917,0.227647,1.28345,-0.728751,-0.350844,-1.73682,0.056226,0.090575,-0.042501,-1.50639,0.745675,0.476722,1.72666,-0.047753,-0.025188,0.169237,0.263833,-0.000127,-0.002648
11.2,0.074121,0.842827,0.547794,0.065732,0.000566,-0.063218,0.220876,1.27344,-0.732029,-0.348771,-1.73667,0.058154,0.094145,-0.042674,-1.49414,0.741063,0.479613,1.73339,-0.043182,-0.034158,0.161648,0.251695,-9.8e-05,-0.002576
11.25,0.084074,0.828834,0.53084,0.064021,0.00053,-0.061587,0.213887,1.26297,-0.735319,-0.346659,-1.73623,0.060078,0.097553,-0.042672,-1.48135,0.736456,0.48244,1.73995,-0.038568,-0.043228,0.153981,0.239176,-7e-05,-0.002491
11.3,0.094856,0.814951,0.513378,0.062374,0.000492,-0.060032,0.206687,1.25203,-0.73862,-0.344507,-1.7355,0.061998,0.100793,-0.042493,-1.46803,0.731857,0.4852,1.74634,-0.033915,-0.052389,0.146245,0.226294,-4.3e-05,-0.002392
11.35,0.106488,0.801244,0.495445,0.060796,0.000452,-0.05856,0.199284,1.24063,-0.74193,-0.342313,-1.73447,0.063916,0.103855,-0.042137,-1.45419,0.727268,0.48789,1.75253,-0.029228,-0.061631,0.138454,0.213069,-1.7e-05,-0.002282
11.4,0.118989,0.78778,0.477081,0.059296,0.000412,-0.057177,0.191687,1.22878,-0.745249,-0.340077,-1.73313,0.065833,0.106732,-0.041603,-1.43986,0.722692,0.490508,1.75853,-0.024512,-0.070945,0.130616,0.199522,7e-06,-0.002159
11.45,0.132371,0.774622,0.458326,0.057879,0.000371,-0.05589,0.183904,1.21649,-0.748577,-0.337796,-1.7315,0.06775,0.109416,-0.040891,-1.42505,0.71813,0.493052,1.76433,-0.019771,-0.08032,0.122744,0.185673,2.9e-05,-0.002024
11.5,0.146645,0.761835,0.439225,0.056553,0.000329,-0.054704,0.175947,1.20378,-0.751912,-0.335471,-1.72955,0.069667,0.111899,-0.040004,-1.40979,0.713585,0.495523,1.76991,-0.01501,-0.089747,0.114848,0.171544,4.8e-05,-0.001878
11.55,0.161813,0.749479,0.419824,0.055322,0.000288,-0.053624,0.167827,1.19067,-0.755255,-0.333103,-1.72729,0.071585,0.114174,-0.038944,-1.39409,0.709056,0.497919,1.77527,-0.010234,-0.099213,0.106939,0.157156,6.3e-05,-0.001722
11.6,0.177873,0.737613,0.400171,0.054192,0.000248,-0.052654,0.159556,1.17717,-0.758605,-0.330691,-1.72473,0.073503,0.116233,-0.037714,-1.378,0.704544,0.500241,1.78042,-0.005448,-0.10871,0.099025,0.142531,7.5e-05,-0.001557
11.65,0.194819,0.726294,0.380318,0.053166,0.000209,-0.051799,0.151146,1.1633,-0.761961,-0.328239,-1.72185,0.075422,0.11807,-0.036319,-1.36152,0.700049,0.502491,1.78534,-0.000657,-0.118226,0.091116,0.127693,8.3e-05,-0.001384
11.7,0.212638,0.715575,0.360316,0.05225,0.000171,-0.051059,0.142613,1.14909,-0.765322,-0.325748,-1.71868,0.077339,0.119678,-0.034765,-1.3447,0.69557,0.504671,1.79004,0.004134,-0.127752,0.083223,0.112663,8.6e-05,-0.001203
11.75,0.231308,0.705506,0.340219,0.051446,0.000136,-0.050438,0.133972,1.13457,-0.768687,-0.323222,-1.71519,0.079254,0.121052,-0.033059,-1.32757,0.691107,0.506782,1.79451,0.00892,-0.137276,0.075353,0.097465,8.5e-05,-0.001016
11.8,0.250807,0.696135,0.320083,0.050756,0.000103,-0.049937,0.12524,1.11976,-0.772053,-0.320665,-1.71142,0.081164,0.122186,-0.031207,-1.31016,0.686657,0.508829,1.79876,0.013697,-0.146789,0.067515,0.082123,7.9e-05,-0.000825
11.85,0.271101,0.687503,0.299964,0.050183,7.3e-05,-0.049556,0.116435,1.10471,-0.775418,-0.318082,-1.70735,0.083067,0.123075,-0.029218,-1.29252,0.68222,0.510816,1.80279,0.018459,-0.15628,0.059718,0.066659,6.8e-05,-0.000631
11.9,0.292154,0.67965,0.279918,0.049727,4.7e-05,-0.049293,0.107576,1.08945,-0.778779,-0.315479,-1.70299,0.084958,0.123717,-0.027101,-1.27468,0.677794,0.512745,1.80659,0.023202,-0.165741,0.051967,0.051099,5.2e-05,-0.000436
11.95,0.313923,0.67261,0.260003,0.049389,2.4e-05,-0.049149,0.098682,1.07401,-0.782131,-0.312863,-1.69837,0.086835,0.124107,-0.024865,-1.25667,0.673377,0.514621,1.81019,0.027922,-0.17516,0.044271,0.035466,3.2e-05,-0.000241
12,0.33636,0.666412,0.240276,0.049168,4e-06,-0.049121,0.089776,1.05844,-0.78547,-0.310242,-1.69348,0.088691,0.124244,-0.022522,-1.23856,0.668966,0.51645,1.81358,0.032615,-0.184531,0.036635,0.019784,7e-06,-4.7e-05
